store_number,recency,frequency,monetary_value
6328,102,150,23871.839999999997
6329,1,414,56523.979999999981
6330,43,19,3112.0899999999992
6331,4,1516,35824.889999999992
6332,68,138,16085.289999999994
6338,3,1282,147521.03999999998
6339,10,240,28060.010000000006
6341,15,185,32183.960000000003
6342,2,675,107660.07999999994
6344,2,869,142129.85000000003
6345,1,1474,104018.04999999997
9001,4,237,271884.65999999986
9002,4,62,218890.56000000003
9010,93,8,4248.96
9013,3,217,81038.39999999998
9031,58,17,10124.46
9037,17,52,31967.82
9038,25,6,153000.0
9039,15,47,210930.23999999996
9041,17,175,55106.039999999994
9042,2,108,80055.84
9046,106,1,1209.6
9047,4,99,111766.50000000001
9049,11,8,14837.400000000001
9051,11,4,1296.0
9052,17,5,7380.0
9053,19,10,6276.72
